Neutron energy =  2.5300E-02

PRODUCT      ZAFP     FPS           Y          DY
41-Nb- 89    41089.      0.  0.0000E+00  0.0000E+00
41-Nb- 90    41090.      0.  0.0000E+00  0.0000E+00
41-Nb- 91    41091.      0.  8.1799E-13  5.2351E-13
41-Nb- 92    41092.      0.  7.1999E-11  4.6079E-11
41-Nb- 93    41093.      0.  4.2200E-09  2.7008E-09
41-Nb- 93-M  41093.      1.  9.8899E-10  6.3295E-10
41-Nb- 94    41094.      0.  9.5699E-08  6.1247E-08
41-Nb- 94-M  41094.      1.  6.6499E-08  4.2559E-08
41-Nb- 95    41095.      0.  5.6499E-06  3.6160E-06
41-Nb- 95-M  41095.      1.  1.3200E-06  8.4479E-07
41-Nb- 96    41096.      0.  3.6040E-05  2.3065E-05
41-Nb- 97    41097.      0.  6.5064E-04  2.0821E-04
41-Nb- 97-M  41097.      1.  1.5262E-04  4.8838E-05
41-Nb- 98    41098.      0.  1.3346E-03  8.5412E-04
41-Nb- 98-M  41098.      1.  4.4485E-04  2.8471E-04
41-Nb- 99    41099.      0.  7.5013E-04  1.2002E-04
41-Nb- 99-M  41099.      1.  8.8140E-03  5.6410E-03
41-Nb-100    41100.      0.  7.5030E-03  4.8019E-03
41-Nb-100-M  41100.      1.  7.5030E-03  4.8019E-03
41-Nb-101    41101.      0.  3.4557E-02  2.7646E-03
41-Nb-102-M  41102.      1.  1.5391E-02  9.8502E-03
41-Nb-102    41102.      0.  1.5391E-02  9.8502E-03
41-Nb-103    41103.      0.  2.7026E-02  8.6483E-03
41-Nb-104-M  41104.      1.  5.8168E-03  3.7227E-03
41-Nb-104    41104.      0.  5.8168E-03  3.7227E-03
41-Nb-105    41105.      0.  4.9422E-03  3.1630E-03
41-Nb-106    41106.      0.  3.4857E-04  2.2308E-04
41-Nb-107    41107.      0.  9.7687E-05  6.2520E-05
41-Nb-108    41108.      0.  9.3199E-06  5.9647E-06
41-Nb-109    41109.      0.  1.7800E-11  1.1392E-11
41-Nb-110    41110.      0.  0.0000E+00  0.0000E+00
41-Nb-111    41111.      0.  1.0377E-16  6.6415E-17
41-Nb-112    41112.      0.  2.0221E-18  1.2942E-18
41-Nb-113    41113.      0.  0.0000E+00  0.0000E+00
41-Nb-114    41114.      0.  2.1663E-13  1.3864E-13
42-Mo- 90    42090.      0.  0.0000E+00  0.0000E+00
42-Mo- 91    42091.      0.  0.0000E+00  0.0000E+00
42-Mo- 92    42092.      0.  0.0000E+00  0.0000E+00
42-Mo- 93-M  42093.      1.  5.6999E-14  3.6480E-14
42-Mo- 93    42093.      0.  5.6999E-14  3.6480E-14
42-Mo- 94    42094.      0.  1.4100E-11  9.0239E-12
42-Mo- 95    42095.      0.  9.3399E-10  5.9775E-10
42-Mo- 96    42096.      0.  4.5099E-08  2.8864E-08
42-Mo- 97    42097.      0.  1.0400E-06  6.6559E-07
42-Mo- 98    42098.      0.  1.9550E-05  1.2512E-05
42-Mo- 99    42099.      0.  3.7506E-04  2.4004E-04
42-Mo-100    42100.      0.  1.4195E-03  9.0847E-04
42-Mo-101    42101.      0.  1.3803E-03  8.8343E-04
42-Mo-102    42102.      0.  1.7563E-02  5.6203E-03
42-Mo-103    42103.      0.  3.8130E-02  1.2201E-02
42-Mo-104    42104.      0.  4.2931E-02  6.8690E-03
42-Mo-105    42105.      0.  3.5142E-02  8.0827E-03
42-Mo-106    42106.      0.  2.1655E-02  9.7447E-03
42-Mo-107    42107.      0.  5.8602E-03  3.7505E-03
42-Mo-108    42108.      0.  2.1496E-03  1.3757E-03
42-Mo-109    42109.      0.  5.9159E-05  3.7862E-05
42-Mo-110    42110.      0.  8.3199E-08  5.3247E-08
42-Mo-111    42111.      0.  2.5300E-09  1.6192E-09
42-Mo-112    42112.      0.  5.9499E-11  3.8080E-11
42-Mo-113    42113.      0.  4.7833E-14  3.0613E-14
42-Mo-114    42114.      0.  5.4397E-09  3.4814E-09
42-Mo-115    42115.      0.  1.2553E-12  8.0340E-13
42-Mo-116    42116.      0.  1.1600E-13  7.4239E-14
43-Tc- 93    43093.      0.  0.0000E+00  0.0000E+00
43-Tc- 95    43095.      0.  0.0000E+00  0.0000E+00
43-Tc- 95-M  43095.      1.  0.0000E+00  0.0000E+00
43-Tc- 97-M  43097.      1.  4.1099E-11  2.6304E-11
43-Tc- 97    43097.      0.  4.1099E-11  2.6304E-11
